ID,orig,dest,polyline
2382,20,142,qkpaGvgtpL@HXG@ZD`@^lEPjBNpCVrCNvARnCLzBUD_Dj@qGjAy@VuA|@w@p@s@n@k@p@Ud@Qb@e@dCoB~LkA|Gq@KKNc@VkCvBWN{BKg@CSB]Dy@n@cDzDU`@Mh@Ir@@t@Fb@b@vARx@r@tB`@|@F\BXCb@g@nAqC~G{BrFw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKuEbGa@h@{BiDwAkBYYm@YwAi@eFmBYtBo@vEc@|CkAxIY`Bw@|C{@vBkAlCw@dBMKQGK?[TcAz@_JlH}FlFqBjB_FhFmAxAkAs@eF}CSOy@k@gAm@gBkAgBcA{BuAwA_AeXcPkAw@u@jDs@zCeAnEGl@KhCC^UAKHGTG\D`@FNRRaA|A]p@Uj@]rAUzAUpAYbAs@hBo@hAqA~As@bAc@|@_AzBgBbFGE
2383,20,143,qkpaGvgtpL@HXG@ZD`@^lEPjBNpCVrCNvARnCLzBUD_Dj@qGjAy@VuA|@w@p@s@n@k@p@Ud@Qb@e@dCoB~LkA|Gq@KKNc@VkCvBWN{BKg@CSB]Dy@n@cDzDU`@Mh@Ir@@t@Fb@b@vARx@r@tB`@|@F\BXCb@g@nAqC~G{BrFw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{BvI_CtIQp@In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DwGhGcAxDuBlIgGvViBtH_A|BaA~BmBkA{@i@sAbCmAdCoGyD
2384,20,144,qkpaGvgtpL@HXG@ZD`@^lEPjBNpCVrCNvARnCLzBUD_Dj@qGjAy@VuA|@w@p@s@n@k@p@Ud@Qb@e@dCoB~LkA|Gq@KKNc@VkCvBWN{BKg@CSB]Dy@n@cDzDU`@Mh@Ir@@t@Fb@b@vARx@r@tB`@|@F\BXCb@g@nAqC~G{BrFw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKsHtJ}O|SoE`GqFhH{CxDsAXu@ScGvM]p@QV[NOTGXCVAHGXOJc@Pe@XeCdCa@b@m@~@w@|Ag@rA_CjGUr@S^]l@mCbDkBxBmHrIwKhMkD~DiByBsFoGkDaEeE}EOFw@X]LmFdB
2385,20,145,qkpaGvgtpL@HXG@ZD`@^lEPjBNpCVrCNvARnCLzBUD_Dj@qGjAy@VuA|@w@p@s@n@k@p@Ud@Qb@e@dCoB~LkA|Gq@KKNc@VkCvBWN{BKg@CSB]Dy@n@cDzDU`@Mh@Ir@@t@Fb@b@vARx@r@tB`@|@F\BXCb@g@nAqC~G{BrFw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKuEbGa@h@{BiDwAkBYYm@YwAi@eFmBYtBo@vEc@|CkAxIY`Bw@|C{@vBkAlCw@dBMKQGK?[TcAz@_JlH}FlFqBjB_FhF{AhB]f@eA`AqDdDoAv@aCnAECECi@o@V{@
2386,21,22,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBgAsCRW
2387,21,23,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAIaBiACaAAq@Im@W{@m@_B}AuAaBiCiCqCiDa@i@eAzC_@]_BuAwCcCMAG?QdAA@C?wCuAQfAGFGPi@s@
2388,21,24,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@cEoKcCmGIYLQhAeBtCgHXq@RSNa@b@cAvB}FfB_FbAsC
2389,21,25,gtmaGjizpLJy@Pc@rHcMjD}FDMHJ~ArBDIVc@T[TGnCqClAmABMt@w@aAyB
2390,21,26,gtmaGjizpLJy@Pc@rHcMjD}FKMHKNYUUCIY}@@??A@A?CAIECA?A?FWMOIKJKQeA_AqFpAk@^[pBoBjAoAfAuA{AeCJMhAwA~AsBvAcBLSRgADYFMJ_@Tw@s@sA_@w@_AcDQi@
2391,21,27,gtmaGjizpLJy@Pc@rHcMjD}FDMHJfEtFpEfG|AtB|@nArCjDvCxDrBpDp@lAx@bBnAxBhDvG@BGJjDxEFH?JC`@Al@Jr@Xx@JPLn@JTRFh@Ph@`@\`@d@~@t@|AvCdFh@p@n@p@`@\fArAp@`A\\v@`@ZRJH
2392,21,29,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`A]LOD?O?Eo@LQHAOAAEBJfANlCV~DVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@OA?N?T@j@DbBHv@VrHN~E?j@VjHNtDF~@
2393,21,30,gtmaGjizpLC`@NFDBj@~@hGbIbBlBBDr@mAj@aA`@f@\`@pDnETJxAtBh@dAVt@rBbHvApFd@vAp@tB|@fDPb@\jAlBvGnAfEfGvSlAlEn@hCdArC`@pAtCvLfCpI\v@
2394,21,31,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@cEoKcCmGIYLQhAeBtCgHXq@RSNa@b@cAvB}FfB_FtBaGd@uAr@iBxAyDlB{Fl@oBVy@PNnDbC[bA
2395,21,32,gtmaGjizpLC`@NFDBj@~@`CzCp@|@Eh@w@fJ?Z@\d@|CqAf@ULHZ@To@vHAPeB[uAUqASE@QLgAb@_@RIHGTCZ@fL?|@?l@B~GHZNR`CjChAnA\b@Tn@dC~NhBlKL\VRS|@GNMRnCxC`AbA
2396,21,33,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAxBbMz@`Fd@hCp@|Dj@vCb@fCJn@Hz@Bb@Cp@?B
2397,21,34,gtmaGjizpLC`@NFDBj@~@`CzCp@|@Eh@w@fJ?Z@\d@|CqAf@ULHZ@To@vHAPeB[uAUqASE@QLgAb@_@RIHGTCZ@fL?|@?l@B~GHZNRd@j@Ct@?fB?tRGTEDTVvA|A|BfCOZ
2398,21,35,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBq@OUM{@w@wAoAuByBc@k@Oa@Ki@CSGI
2399,21,36,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkK_B}Ic@qChAe@
2400,21,37,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAxBbMz@`FLj@INAPCrIOzGUbIWlHOhDtARdBTgAbRgBtXg@~IAp@[~ESnDeEdr@yAdVQzBATDr@@|@e@nIWvEuAvUaApO]rFKlBw@RkAZVx@{@r@ONy@lAcAlBIDOCwDeB_Aa@KfBQ`CKzASNSTMZ[xBYvEDn@LLp@FfARDzAq@jI}@~Kc@zF
2401,21,38,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@B{@Gi@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQO\i@Vm@LeANIFMjAkJl@iCJYP_@TSj@k@xCyCl@c@DWOESIEG]s@k@_AMm@_AsBeAyBMPRd@
2402,21,39,gtmaGjizpLJy@Pc@rHcMjD}FDMHJ~ArBDIVc@T[TGnCqClAmABMt@w@x@gA`FsGz@cAzAjCpAaBnA}Ay@qA_A_B
2403,21,40,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@cEoKcCmGIYQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWE}GJ
2404,21,41,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAxBbMz@`FLj@INAPCrIOzGUbIWlHOhDtARdBTgAbRgBtXg@~IAp@[~ESnDeEdr@}AlW
2405,21,42,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBWQMgA
2406,21,43,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@cEoKcCmGIYQQ_@[[Sa@MuAUmCUEeA
2407,21,44,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBq@OUM{@w@wAoAuByBc@k@Oa@Ki@CS_AkAwAuAw@m@c@S_@Io@IeABm@@?[IoDOiCG}@UaA_@{@yAZeA`@kEzARpDqEx@aAPSyAWLMB
2408,21,45,gtmaGjizpLC`@NFDBj@~@hGbIbBlBBDr@mAj@aA`@f@\`@pDnETJxAtBh@dAVt@rBbHvApFd@vAp@tB|@fDPb@\jAJ\KCIAkHnE{@d@YVQRKPAJKx@Qx@Un@e@jDMr@Qp@QC[JFd@wAj@}FzBoAh@{Ah@e@P
2409,21,46,gtmaGjizpLC`@NFDBj@~@hGbIbBlB`ApAa@VaA`@
2410,21,47,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@cEoKcCmGIYQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Aw@|A{AnDoA`D_AlBmAfC
2411,21,48,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@cEoKmFbFiDjDkBrB
2412,21,49,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaM@W~Bb@dBZNDEdEBr@BV
2413,21,50,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qAqH
2414,21,51,gtmaGjizpLJy@Pc@rHcMjD}FDMHJ~ArBDIVc@T[TGnCqClAmABMt@w@x@gA`FsGz@cAzAjCpAaBnA}Ab@p@bBjCnChEhBhCdF|G
2415,21,52,gtmaGjizpLUjDe@tFyInDMMIo@_DhAPbA
2416,21,53,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAPfA
2417,21,54,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAIaBiACaAAq@Im@W{@m@_B}A_B~DcAdCXLFB
2418,21,55,gtmaGjizpLC`@NFDBj@~@`CzCp@|@Eh@w@fJ?Z@\iBr@cBp@oCfAwB|@@RCNFZ
2419,21,56,gtmaGjizpLJy@Pc@rHcMjD}FDMHJ~ArBDIVc@T[TGnCqClAmABMt@w@x@gA`FsGz@cAvDtGfF|Il@fAzC~ElF`IrEfE`A|@tBhB|B`BbBtA`E`DzAjAjBjA`@\VJt@?t@JD}@TuBNw@ZsD`@sAPW
2420,21,57,gtmaGjizpLJy@Pc@rHcMjD}FDMHJfEtFpEfG`AnA
2421,21,58,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Da@Lc@\i@^Y@F]TCCRYh@Q
2422,21,59,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEBa@Lf@\r@j@x@l@j@l@b@dA`@LD
2423,21,60,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@RWJAFADQPCFNd@D??IO[IWKk@Iw@C{@BwAEAEh@BF^DM]E[?k@@O@MJSGYADENY|@G\?P
2424,21,61,gtmaGjizpLUjDe@tFyInDMMIo@qAqHy@mE
2425,21,62,gtmaGjizpLC`@NFDBj@~@hGbIbBlBBDr@mAj@aA`@f@\`@pDnETJxAtBh@dAVt@rBbHvApFd@vAp@tB|@fDPb@\jAlBvGnAfEfGvSlAlEn@hCj@~Am@xBmAhEaB|FoB|Gq@~Ba@jAq@xAwFrLuApCu@`BOp@CX
2426,21,63,gtmaGjizpLJy@Pc@rHcMjD}FKMHKNYUUCIY}@@??A@A?CAIECA?A?FWMOIKJKQeA_AqFpAk@^[pBoBjAoAfAuA{AeCJMhAwA~AsBvAcBLSRgADYFMJ_@Tw@s@sA_@w@_AcD{@wCSi@q@iAg@q@eB}Bh@y@z@wDiA}AiCqDQa@MMMKeD_AfAkIVgBd@mDFi@B[p@cLHSB[F]Ti@DGdAs@Dq@HW]BcARyDF^wC
2427,21,64,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBgAsC`AeA~CgDd@e@Z{@hCsI`@s@h@aA
2428,21,65,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOEEBMH_@JYLUh@yARQ^cA|@yBr@qBj@uAjBmFlBsFb@kAx@cChAaDbAwC~BwGb@eAvCwG
2429,21,66,gtmaGjizpLC`@NFDBj@~@`CzCp@|@Eh@w@fJ?Z@\d@|CqAf@ULHZ@To@vHAPeB[uAUqASE@QLgAb@_@RIHGTCZ@fL?|@?l@B~GHZNR`CjChAnA\b@Tn@dC~NhBlKL\VRS|@GNwAnCUh@MOECID}@pBO^ORu@~@MJgA`@_Bl@nAbH\|B|ClQvGz^~@~E~DtT|CvPPx@FZQNIJIN{@jB{BxEyBxE{@tBcAfC{AbEe@~@g@~@i@t@s@x@u@l@eCdB`@z@Xl@h@|@`BxBd@p@FNJn@En@{@bFqBbLI@S|@?FO\_@d@sCpDiAlAI_AIu@UaA{AaEFE
2430,21,67,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbKq@Xg@RkCfA`@fBZlAJb@Px@
2431,21,68,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnIqDnHyG|MyBfE
2432,21,69,gtmaGjizpLC`@NFDBj@~@`CzCp@|@Eh@w@fJ?Z@\d@|CqAf@ULHZ@To@vHAPeB[uAUqASE@QLgAb@_@RIHGTCZ@fL?|@?l@B~GHZNR`CjChAnA\b@Tn@dC~NhBlKL\VRS|@GNwAnCUh@MOECID}@pBO^ORu@~@MJgA`@_Bl@nAbH\|B|ClQvGz^~@~E~DtT|CvPbAdFz@vF
2433,21,70,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`A]LOD?O?Eo@LQHAOAAEBJfANlCV~DVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHu@LgA\e@RW@MZ}@o@iEeDBGB[JG
2434,21,71,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnImBzD{Ag@EbAAHEHID}BgAwCyAcHcDyBiAmD_BaEmBcD{Au@a@]b@}CbE}BvCoGhIoDtEmJ|LaPvSyIhLa@h@{BiDwAkBa@]}B_AeFmBYtB_@jC
2435,21,72,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbKCYAQiH{ZcAqEmGiX{@oDISCSIcB?}A?gEEg@Ms@Sk@We@_@]c@Y_@Mc@E_@EaD_@]EKEEKCWCM}IqImAtCNRWr@|@t@zBrB`Al@v@TlCf@tBV?XBZDXN\LRPb@?Jg@bPCrBOrAMh@S`@]p@
2436,21,73,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`A]LOD?O?Eo@LQHAOAAEBJfANlCV~DVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHGIKOwAgATm@qAcAmB}AoA}@aHsFQGKCB`@R|BLhABP[`@IH
2437,21,74,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnIqDnHyG|MuDlHgAxBwArCuBzD{BdEaApBaAbCyAdEs@lCsB|Hs@nCIFk@|@q@~@AJ{ApBgAvAoE`GgA|AWbAu@bE}@tEEH
2438,21,75,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnIqDnHe@bA
2439,21,76,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnIqDnHyG|MuDlHgDxG
2440,21,77,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbKCYAQiH{ZcAqEmGiX{@oDISCSIcB?}A?gEEg@Ms@Sk@We@_@]c@Y_@Mc@E_@EaD_@]EKEEKCWCM}IqIgI{HaD{CYIEQcB{Ay@lBK@QTWj@{BjFAPDHPRP`@@f@Id@U^YLM@BJWAC?BL@z@IrAiG}@QEAZ@Je@jHkA`QsArSmCa@Qr@[nAO^Ux@sAhFCHiAxAgB`C_HxBcDbAcBX]@c@G{@dC_@jA}@hDsC|KuBzHcA|DId@K\Kd@Wp@oAhAkC|AaB`AWh@y@dAs@n@sEdEsAnAwPcKdAkEH[
2441,21,78,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbKCYAQiH{ZcAqEmGiX{@oDISCSIcB?}A?gEEg@Ms@Sk@We@_@]c@Y_@Mc@E_@EaD_@]EKEEKCWCM}IqIgI{HaD{CYIEQcB{Ay@lBK@QTWj@{BjFAPDHPRP`@@f@Id@U^YLM@BJWAC?BL@z@IrAiG}@QEAZ@Je@jHkA`QsArSmCa@Qr@[nAO^Ux@sAhFCHiAxAgB`C_HxBcDbAcBX]@c@G{@dC_@jA}@hDsC|KuBzHs@lC
2442,21,79,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnImBzD{Ag@EbAAHEHID}BgAwCyAcHcDyBiAmD_BaEmBcD{Au@a@]b@}CbE}BvCoGhIoDtEmJ|LiQhU
2443,21,80,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBuDuJy@oBgByEyBgF
2444,21,81,gtmaGjizpLUjDe@tFyInDMMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAGsA
2445,21,82,gtmaGjizpLC`@NFDBj@~@hGbIbBlBBDr@mAj@aA`@f@\`@pDnETJxAtBh@dAVt@rBbHvApFd@vAp@tB|@fDPb@\jAlBvGnAfEfGvSlAlEn@hCdArC`@pAtCvLfCpIl@rANLpAvCN^Pt@Ff@Bv@AtHBtALfCFn@J`@Rl@dAhCHf@|@xAZf@Lf@Jj@Bh@FdBJxB?bAAlC?lDRjDDt@BXEDA@?B@h@?f@Eb@Sv@_@z@oBpAs@b@OXQX]p@UzAYbCMp@GT
2446,21,83,gtmaGjizpLJy@Pc@rHcMjD}FDMHJfEtFpEfG|AtBJLFKp@aAHK|DwDZ[b@i@jIsK~NoRhCcDpE_G`AaBvAcC~@{ARYpHaGhMaKhLeJ@C
2447,21,84,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbKCYAQiH{ZcAqEmGiX{@oDISCSIcB?}A?gEEg@Ms@Sk@We@_@]c@Y_@Mc@E_@EaD_@]EKEEKCWCM}IqImAtCNRWr@AXOjCMCcGy@eC]Bc@TsDFs@dBZ
2448,21,85,gtmaGjizpLJy@Pc@rHcMjD}FKMHKNYUUCIY}@@??A@A?CAIECA?A?FWMOIKJKQeA_AqFpAk@^[pBoBjAoAfAuA{AeCJMhAwA~AsBvAcBLSRgADYFMJ_@Tw@s@sA_@w@_AcD{@wCSi@q@iAg@q@eB}Bh@y@z@wDiA}AiCqDQa@MMMKeD_AfAkIVgBd@mDFi@B[p@cLHSB[F]Ti@DGdAs@p@o@jCEdG?xIE~DCtB?FE?CzUMpFCzHE
2449,21,86,gtmaGjizpLC`@NFDBj@~@hGbIbBlBBDr@mAj@aA`@f@\`@pDnETJxAtBh@dAVt@rBbHvApFd@vAp@tB|@fDPb@\jAlBvGnAfEfGvSlAlEn@hCdArC`@pAtCvLfCpIl@rANLpAvCN^Pt@Ff@Bv@AtHBtALfCFn@J`@Rl@dAhCHf@|@xAZf@Lf@Jj@Bh@FdBJxB?bAAlC?lDFlADl@aAReAPWCQY
2450,21,87,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`A]LOD?O?Eo@LQHAOAAEBJfANlCV~DVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@MINQ^e@f@c@t@e@d@StAk@rAa@|A_@|AU
2451,21,88,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnImBzD{Ag@EbAAHEHID}BgAwCyAcHcDyBiAmD_BaEmBcD{Au@a@]b@}CbE}BvCoGhIoDtEaBvB
2452,21,89,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnIqDnHyG|MuDlHgAxBwArCuBzD{BdEaApBaAbCyAdEs@lCsB|Hs@nCIFk@|@q@~@AJ{ApBgAvAoE`GgA|AWbAu@bE}@tEY`@i@^s@NMH_AU]Oe@GeASi@GcAOSBa@BUF_@Z[p@m@vASZi@`@cBh@aB`@Q?c@@q@CyCQ
2453,21,90,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbKCYAQiH{ZcAqEmGiX{@oDISCSIcB?}A?gEEg@Ms@Sk@We@_@]c@Y_@Mc@E_@EaD_@]EKEEKCWCM}IqIgI{HaD{CYIEQcB{Ay@lBK@QTWj@{BjFAPDHPRP`@@f@Id@U^YLM@BJWAC?BL@z@IrAiG}@QEAZ@N
2454,21,91,gtmaGjizpLUjDe@tFyInDMMIo@_DhAuBv@iE`BfCpNmAf@{ChAaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBuDuJy@oBgByEeC}F_@i@qF{@eB]}@QUAIXAd@Ux@Uz@_ApDWQCACAK?E@s@~@{@fA
