ID,orig,dest,polyline
7194,70,103,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]DHP~@B?AEIi@JG^QAIYiBFCoAiHm@cDhBs@lAm@d@hC~DfUjAe@dFoBbI_DoA}G
7195,70,104,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOEEBMH_@JYLUh@yARQ^cA|@yBr@qBj@uAjBmFTq@D@HB^@TExAaCjAx@h@cAnA{BpBzADDXRtAbA~BbBrA~@lAbAxDlCZPtCpBpB`AfAf@TVpA|Ap@|@\o@hBcDFO|CuF~CsFjCyEzCvDjEjFdNdQ|GtI|@jAZ?~BApIEtAC
7196,70,105,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcW^wAD_@|DmOj@oB|AiE|@wBfAwBvDgHrAeCr@yAdAwBtAoCfBgDlDgHpCuFlE}IlDyG`C}ElAcC\m@r@cAp@y@n@k@z@i@|@e@jGgCtP}G`MyEtAe@|F{BtHwCvDwAnAa@dCgAtGiCxJyDf@WRM`@w@V_@bA}AtA_CVMlBcDNNHILDFKRPb@RHEFQ@OFITSRA`@Dp@RHJNp@l@|@BTBNPXnAbBH@FC`BwCPVt@rA|@|AxAxCxDfHx@|AJONKFQJST[p@e@\[Pk@^yAPk@Re@Ns@|@{DH]PgAR{@Xi@PUVc@P{@Vg@TUV]Pa@Jg@Ra@Zk@Vu@LUNSPOJUf@oAF]Ne@Ze@Tm@Ne@Re@Vc@L[JPZj@tDnG|HmIV[Rc@rCcJd@{@X]dA{AzB}C`@i@dBJT@P@j@Hx@_@p@UZIB?
7197,70,106,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGE}@dAWbCUhDbAlIfCpCx@PBtEzAjBj@dBj@nBl@`EhAF[lAgJb@aDT_BHm@p@sLHSBYD[BMTa@hAy@Dq@HWDW`@u@vCmFnCaFpBkDbM}T~LwTxAiC
7198,70,107,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGE}@dAWbCUhDbAlIfCpCx@PBtEzAjBj@dBj@nBl@`EhAF[lAgJb@aDT_BHm@p@sLHSBYD[BMTa@hAy@Dq@HWDW`@u@vCmFnCaFpBkDbM}T~LwTpA_CR_@J]?aCI{MEmJGeL
7199,70,108,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcW^wAD_@|DmOj@oB|AiE|@wBfAwBvDgHrAeCr@yAdAwBtAoCfBgDlDgHpCuFlE}IlDyG`C}ElAcC\m@r@cAp@y@n@k@z@i@|@e@jGgCtP}G`MyEtAe@|F{BtHwCvDwAnAa@dCgAtGiCxJyDf@WRM`@w@V_@bA}AtA_CVMlBcDNNHILDFKRPb@RHEFQ@OFITSRA`@Dp@RHJNp@l@|@BTBNPXnAbBH@FC`BwCPVt@rA|@|AxAxCxDfHx@|AJONKFQJST[p@e@\[Pk@^yAPk@Re@Ns@|@{DH]PgAR{@Xi@PUVc@P{@Vg@TUV]Pa@Jg@Ra@Zk@Vu@LUNSPOJUf@oAF]Ne@Ze@Tm@Ne@Re@Vc@X{@\uAV}@Jm@ZmAPcAHg@Na@Pc@NgAD{@@cACq@O}AM]NOf@MtBJrDPnBJBOFOv@sAvDiGjCmEzCkFzCgFx@kAxB{BrCiCdCyBjI{GXe@N_@Pu@NyBTcFFsATeAdA{C
7200,70,109,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcW^wAD_@|DmOj@oB|AiE|@wBfAwBvDgHrAeCr@yAdAwBtAoCfBgDlDgHpCuFlE}IlDyG`C}ElAcC\m@r@cAp@y@n@k@z@i@|@e@jGgCtP}G`MyEtAe@|F{BtHwCvDwAnAa@dCgAtGiCxJyDf@WRM`@w@V_@bA}AtA_CVMlBcDzDuGT_@z@mA|DwDZ[b@i@jIsKjJwLrCwDhCcDpE_G`AaBvAcC~@{ARYv@q@jN{KxOgMfBsAtAgAlCsBXOrAiAPQlB_BTW`KaIzCcCRQXEf@z@j@bAh@v@h@j@fAz@fAr@`F`Dn@j@l@v@l@tAHXSr@QO
7201,70,110,syraGh~aqL\Qb@[TUnAiAVTfDjCbCnBfDnCrC`CpFjFjCfCDJ\\zAjBbBfCdA~Ar@`Al@|@bBfCjA`Br@hAXZh@b@b@Vf@PZFj@HV@?HAJ@HdDdErEzFjAp@l@Jt@B`CMnHWRCDGRaCHcABCzB^PKFGv@hCP^A?_AFa@dG]|EM~CYnGQ`CKzASNSTMZ[xBYvEDn@LLp@FfARDzAq@jI}@~KEj@
7202,70,111,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@BaAGc@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQO\i@Vm@LeANIFM^{Cj@oEl@iCJYP_@TSj@k@xCyCl@c@DWOESIEG]s@k@_AMm@yCwGg@qAe@gAONa@cA
7203,70,112,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBq@OUM{@w@wAoAuByBc@k@Oa@Ki@CS_AkAkBiB
7204,70,113,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@RWJAFADQPCFNd@D??IO[IWKk@Iw@C{@@u@@a@EAEh@BF^DM]E[?k@@O@MJSFK@G?KDA
7205,70,114,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@BaAGc@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQO\i@Vm@LeANIFM^{Cj@oEl@iCJYP_@TSj@k@xCyCl@c@DWOESIEG]s@k@_AMm@yCwGg@qAe@gAONXp@
7206,70,115,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcWOq@mGwD`AoFxEsWv@iExCsLhE{PxBwITeAr@sDmD_BaEmBcD{AuDgByE_CcAe@OEgB{@aAa@F{@j@sIfAcPr@eK~Cqf@jAaQd@kHHIP{AF}@GMEWKOOGOQ_@KyBmB?MJk@ZqB|AaMPwAJs@To@j@oApByE_AaDEOHSbBqD@c@FsBKsEGsCA]ByA@w@G_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@WeAYy@kAeDIQMGK@WNI@KEIKQg@iC_Hs@gB]]_@Qk@E_@F[RQP]j@qA{AyBsCu@gAWg@g@cADIXg@X_@lBuBJKkAwByAqCqDyG}C{FsD}GYY
7207,70,116,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYtAc@@FU^MJeA`@GAc@Wc@QqDs@YI?KWuBk@oECm@vCsAfDyA?@
7208,70,117,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBq@OUM{@w@wAoAuByBc@k@Oa@Ki@CS_AkAwAuAw@m@c@S_@Io@IeABm@@?[IoDOiCG}@UaA_AmBeAyA}CeFKw@
7209,70,118,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcWOq@mGwD`AoFxEsWv@iExCsLhE{PxBwITeAr@sDmD_BaEmBcD{AuDgByE_CcAe@OEgB{@aAa@F{@j@sIfAcPr@eK~Cqf@jAaQd@kHHIP{AF}@GMEWKOOGOQ_@KyBmB?MJk@ZqB|AaMPwAJs@To@j@oApByE_AaDEOHSbBqD@c@FsBKsEGsCA]ByA@w@G_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@WeAYy@kAeDIQMGK@WNI@KEIKQg@iC_Hs@gB]]_@Qk@E_@F[RQP]j@qA{AyBsCu@gAiAyBq@_AyBaCWj@ABCDmBdEG`@
7210,70,119,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBhA{GVaBl@Vt@\d@ZRd@LHh@n@FFrE~EJWNUd@k@l@g@x@i@h@Sf@KxAIz@CbD?hC?ZBn@@nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]DHP~@B?AEIi@JG^QAIYiBFCoAiHm@cDhBs@bCiAxEkBrGgCnAc@eAiGsA{H
7211,70,120,syraGh~aqLGBGVCNxFjELHL[`@Ex@[~A_@^KF?PLHw@Fq@FaA?]GqAKuCCsC@uAFcARgBVuATm@f@gALK\_@d@_@t@e@fAi@rAe@lA]nBe@lAKx@AjFPtAFJ@b@FbE?dCAbDKf@Cf@IREpAG|Jq@\E~EaATEtAm@xAaAbAeAVe@|@uA^s@l@w@n@{@`CcFPWn@k@h@e@r@gAVm@AQDGFEREH@p@C`@BlCPbBNxBPdAJbARRDr@N~@NX?l@JlIfAt@JHaBViEP_Dh@FhB?hBCPAbAc@~@c@lJsDVTHPbAxBX^tBtB|@jA~@dA|@n@vBrAn@\?i@Bo@Du@BWJsANJdAj@v@V`@HXBrAAv@BnAN`AXdAPXAj@Kl@UxAgAXQTPNBx@|@hAjAjDrDbKzKjApAzAxAZFAyBAqBG{BCm@UyBAIrAa@rCy@nC}@vEaBJIn@EdA@dANrBd@lC|@p@ZrCvAl@VfB`@pANtA@fBE`HUjBIdIiAl@IPGVJpC|ArD|BbC|AvCdBzAp@b@DjAFjDF~DApA?xA@~ALr@LpE~@dAXl@Z~AvA\ZNN~@J
7212,70,121,syraGh~aqLGBGVCNxFjELHL[`@Ex@[~A_@^KF?PLHw@Fq@FaA?]GqAKuCCsC@uAFcARgBVuATm@f@gALK\_@d@_@t@e@fAi@rAe@lA]nBe@lAKx@AjFPtAFJ@b@FbE?dCAbDKf@Cf@IREpAG|Jq@\E~EaATEtAm@xAaAbAeAVe@|@uA^s@l@w@n@{@`CcFPWn@k@h@e@r@gAVm@AQDGFEREH@p@C`@BlCPbBNxBPdAJbARRDr@N~@NX?l@JlIfAt@JHaBViEP_Dh@FhB?hBCPAbAc@~@c@lJsDVTHPbAxBX^tBtB|@jA~@dA|@n@vBrAn@\?i@Bo@Du@BWJsANJdAj@v@V`@HXBrAAv@BnAN`AXdAPXAj@Kl@UxAgAXQTPNBx@|@hAjAjDrDbKzKjApAzAxAZFAyBAqBG{BCm@UyBAIrAa@rCy@nC}@vEaBJIn@EdA@dANrBd@lC|@p@ZrCvAl@VfB`@pANtA@fBE`HUjBIdIiAl@IPGVJpC|ArD|BbC|AvCdBzAp@b@DjAFjDF~DAfB?
7213,70,122,syraGh~aqLGBGVCNxFjELHL[`@Ex@[~A_@^KF?PLHw@Fq@FaA?]GqAKuCCsC@uAFcARgBVuATm@f@gALK\_@d@_@t@e@fAi@rAe@lA]nBe@lAKx@AjFPtAFJ@b@FbE?dCAbDKf@Cf@IREpAG|Jq@\E~EaATEtAm@xAaAbAeAVe@|@uA^s@l@w@n@{@`CcFPWn@k@h@e@r@gAVm@AQDGFEREH@p@C`@BlCPbBNxBPdAJbARRDr@N~@NX?l@JlIfAt@JHaBViEP_Dh@FhB?hBCPAbAc@~@c@lJsDVTHPbAxBX^tBtB|@jA~@dA|@n@vBrAn@\?i@Bo@Du@BWJsANJdAj@v@V`@HXBrAAv@BnAN`AXdAPXAj@Kl@UxAgAXQTPNBx@|@hAjAjDrDbKzKjApAzAxAZFAyBAqBG{BCm@UyBAIrAa@rCy@nC}@vEaBJIn@EdA@dANrBd@lC|@p@ZrCvAl@VfB`@pANtA@fBE`HUjBIm@uGMeABM@QE[DCLHd@NVDNJnAt@An@?N
7214,70,123,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcW^wAD_@|DmOj@oB|AiE|@wBfAwBvDgHrAeCr@yAdAwBtAoCfBgDlDgHpCuFlE}IlDyG`C}ElAcC\m@r@cAp@y@n@k@z@i@|@e@jGgCtP}G`MyEtAe@|F{BtHwCvDwAnAa@dCgAtGiCxJyDf@WRM`@w@V_@bA}AtA_CVMlBcDNNHILDFKRPb@RHEFQ@OFITSRA`@Dp@RHJNp@l@|@BTBNPXnAbBH@FC`BwCPVt@rA|@|AxAxCxDfH~@hB@BGJjDxEFH?JC`@AZDl@Rx@P`@DFLn@JTRFh@Ph@`@\`@Td@dAvBvCdFh@p@n@p@`@\fArAp@`A\\v@`@p@d@n@x@dAdAtA~A^XdBbAtBzAbA`@jBt@HBFQrDrAvC|@vGzAjCn@~AP`CEf@GhGWhFEvLKpHEtEG\XWZ
7215,70,124,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcW^wAD_@|DmOj@oB|AiE|@wBfAwBvDgHrAeCr@yAdAwBtAoCfBgDlDgHpCuFlE}IlDyG`C}ElAcC\m@r@cAp@y@n@k@z@i@|@e@jGgCtP}G`MyEtAe@|F{BtHwCvDwAnAa@dCgAtGiCxJyDf@WRM`@w@V_@bA}AtA_CVMlBcDNNHILDFKRPb@RHEFQ@OFITSRA`@Dp@RHJNp@l@|@BTBNPXnAbBH@FC`BwCPVt@rA|@|AxAxCxDfH~@hB@BGJjDxEFH?JC`@AZDl@Rx@P`@DFLn@JTRFh@Ph@`@\`@Td@dAvBvCdFh@p@n@p@`@\fArAp@`A\\v@`@p@d@n@x@dAdAtA~A^XdBbAtBzAbA`@~B~@rAn@n@\h@RzBf@hE`A`Cp@XHnBf@JLh@x@n@tAfAz@fC|APPJFd@BdDxBbGfF|D`Dz@j@jFlDhAv@dBn@d@VpAb@l@N|C|@rBX^EVDZ_@VQfAJd@LnEtAdBz@fIlEMb@
7216,70,125,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcW^wAD_@|DmOj@oB|AiE|@wBfAwBvDgHrAeCr@yAdAwBtAoCfBgDlDgHpCuFlE}IlDyG`C}ElAcC\m@r@cAp@y@n@k@z@i@|@e@jGgCtP}G`MyEtAe@|F{BtHwCvDwAnAa@dCgAtGiCxJyDf@WRM`@w@V_@bA}AtA_CVMlBcDNNHILDFKRPb@RHEFQ@OFITSRA`@Dp@RHJNp@l@|@BTBNPXnAbBH@FC`BwCPVt@rA|@|AxAxCxDfH~@hB@BGJjDxEFH?JC`@AZDl@Rx@P`@DFLn@JTRFh@Ph@`@\`@Td@dAvBvCdFh@p@n@p@`@\fArAp@`A\\v@`@p@d@n@x@dAdAtA~A^XdBbAtBzAbA`@~B~@rAn@n@\h@RzBf@hE`A`Cp@XHnBf@JLh@x@n@tAZV
7217,70,126,syraGh~aqL\Qb@[TUnAiAVTfDjCbCnBfDnCrC`CpFjFjCfCDJ\\zAjBbBfCdA~Ar@`Al@|@bBfCjA`Br@hAXZh@b@b@Vf@PZFj@HV@?HAJ@HdDdErEzFjAp@l@Jt@B`CMnHWRCDGRaCHcABCzB^PKFGv@hCR^|AYdB_@bDq@nDe@xEaApA]xBeA`Ae@l@U|@g@b@[t@w@zAwAjBmAnFmCzA}@~AgAhA{@^[nAcBz@}Aj@uAh@yApAmDj@uAhCwF~B_Fr@aBZk@VUTKRM|A[|E}@`@Cj@Hb@JZLAVk@dFYtCQdBCdA?j@FvDFb@YfChDbAIf@Ed@Bz@Hf@LZPX^Xh@TO~@KlA?`@DjAh@lGDh@FNPRTFn@JAf@Et@Iz@c@tGSpCQ~A[zAQf@u@dBOaA
7218,70,127,syraGh~aqL\Qb@[TUnAiAVTfDjCbCnBfDnCrC`CpFjFjCfCDJ\\zAjBbBfCdA~Ar@`Al@|@bBfCjA`Br@hAXZh@b@b@Vf@PZFj@HV@?HAJ@HdDdErEzFjAp@l@Jt@B`CMnHWRCDGRaCHcABCzB^PKFGv@hCR^|AYdB_@bDq@nDe@xEaApA]xBeA`Ae@l@U|@g@b@[t@w@zAwAjBmAnFmCjCaB
7219,70,128,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcWOq@mGwD`AoFxEsWv@iExCsLhE{PxBwITeAr@sDmD_BVaA\qAhBkGzFcSl@sBzAyFj@uBT_@J]nAeEz@mClBcGz@qCp@sBD@D?BCf@gANENDLLFXAV
7220,70,129,syraGh~aqL\Qb@[TUnAiAk@_@nAoEn@uCLFRFNDN@BA\sBh@eDDSlAn@
7221,70,130,syraGh~aqL\Qb@[TUnAiAk@_@iBwAcDiCeAu@OEEYOWa@a@c@Wa@Mk@OWMEAAGIKmBa@w@K}@UOOKWKw@?y@@MGc@Ga@CSKi@Fe@NcAPaCNaD?[GWIOMI@_@_@CiAMEA
7222,70,131,syraGh~aqLGBGVCNxFjELHL[`@Ex@[~A_@^KF?PLHw@Fq@FaA?]GqAKuCCsC@uAFcARgBVuATm@f@gALK\_@d@_@t@e@fAi@rAe@lA]nBe@lAKx@AjFPtAFJ@b@FbE?dCAbDKf@Cf@IREpAG|Jq@\E~EaATEtAm@xAaAbAeAFMH?NITS|@cB@C@C?EE?Yh@g@m@Zi@@GECCDeAnBGBIAGEG?CBgAoASP
7223,70,132,syraGh~aqL\Qb@[TUnAiAk@_@iBwAcDiCeAu@OEEYOWa@a@c@Wa@Mk@OWMEAAGIKmBa@w@K}@UOOKWKw@?y@@MGc@Ga@CSKi@Fe@NcAKGIOo@gAWUABGBiIzBFXKZOh@NE
7224,70,133,syraGh~aqLGBGVg@tBmBcAW~@]vAeAtDiAlEg@pByAeBIGgFuA_@u@mA{HSwAYRe@`@sChCeClBg@XcFfD_BhAWT
7225,70,134,syraGh~aqL\Qb@[TUnAiAk@_@iBwAcDiCeAu@OEEYOWa@a@c@Wa@Mk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESoNu@uAKwFYyG_@sJg@mCOs@@kANgB\yAXqAh@e@Xg@f@_C`Cm@~@w@|AgAxCuBxFS^]l@mCbDkBxB}DtEiDzDsFrGoEfFeAnA{@`AGMBo@
7226,70,135,syraGh~aqL\Qb@[TUnAiAk@_@iBwAoAcA|@aDd@}ARcA|@iDn@aCvGcWOq@aLwG_B_AiBkAv@oC~AqF`IgXZiA
