origdest,dist,time,speed,polyline,trips
091145,2.69,16.4,9.8,_tqaGdb|pLsHvJ_CxC{DdF_FpGmGfIiLdOaDbEoDxEsQrUwH~J_DyEiAqAQK}IiDuCfTq@xEs@|CeClGm@nA[r@IGIEECQAiA|@aHxFaDpCgC|BmCfCeDjDsC`Dk@v@eGrFcEzBIEk@q@V{@,11
092093,1.93,11.0,10.6,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtA^?j@@xAF^FMRNB`@FXH\Lp@b@^XXXz@vAL^BNPr@@REp@I|@APB\J\PNRHJ?PCLIJOHQBMNUf@]h@W\Mb@S,482
092094,6.59,39.7,10.0,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{Ei@w@eAkAqA_B}BuC_IuJiCwCu@_AyAcB}A_BgAqAuBeCcBqBuAkBo@s@k@k@mBuAmDeCa@]aBjFaBjF{@lCQl@g@hAm@tAoA|CaD|IuCdIq@pBq@dBCb@Yp@uCfHiAdBMPQQ_@[[SmA[kBSkBKuABq@N_@Rc@f@SNSJ{Dp@_Ev@q@Vs@\{@n@e@d@a@h@k@Wu@o@Ya@]q@Sq@g@oAg@k@i@QsFF{CBw@AaBDyADs@Hg@LkAf@eBrBOV]jAeChJwAzIAp@Ht@`@x@bAdBZh@f@t@DPb@t@@ZCd@KTUNe@ZuAx@iGzD{DbCk@b@o@l@S\Wd@m@`Bs@bCy@s@qAtB[VOFSDa@?m@AiAAqALQP]BQ]HQr@_B}AiAwBdDaCnECV]j@OT,0
092095,8.15,47.2,10.4,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{Ei@w@eAkAqA_B}BuC_IuJiCwCu@_AyAcB}A_BgAqAuBeCcBqBuAkBo@s@k@k@mBuAmDeCa@]aBjFaBjF{@lCQl@g@hAm@tAoA|CaD|IuCdIq@pBq@dBCb@Yp@uCfHiAdBMPQQ_@[[SmA[kBSkBKuABq@N_@Rc@f@SNSJ{Dp@_Ev@q@Vs@\{@n@e@d@a@h@k@Wu@o@Ya@]q@Sq@g@oAg@k@i@QsFF{CBw@AaBDyADs@Hg@LkAf@eBrBOV]jAeChJwAzIAp@Ht@`@x@bAdBZh@f@t@DPb@t@b@v@TRRb@jAfC|@|BbAlClBlEv@fBGHE?Ue@gBbBu@n@~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^O`A?p@BZ\nA\jA^nAv@lBJp@?VCPYt@cAfCyAlDcB~DiBpEuCkCeC}BYW]t@Uj@Sp@E`@aCfRWrA@FxApA^ZL\PVL?LHH\KxAEz@@Je@jHkA`QsArSy@dMkB~XmAtQGz@KE,0
092096,6.84,44.8,9.2,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@Fh@JTNLVFH?DA@XDlHA~CM`CKfAEPWtCGb@QnB?XQ~Am@bFu@hGc@vDqBpP{@|HaDjXi@lECn@ETSp@_@r@SVKXw@tAqBhCmBfCaPxSgCfDkDpEuDrEcD`De@h@kFrIeCbEI^_@n@qArBaBpCa@VaBp@aK|DoCfAwB|@yAl@gA\sFtByHxCaC`AoBn@yEhBkWbK}F`CiAd@k@ZaAn@q@p@y@`AiAnBsF~KoEnIqDnHyG|MuDlHgAxBwArCuBzD{BdEaApBaAbCyAdEs@lCsB|Hs@nCIFk@|@aLwG_B_AiBkAUx@,0
092097,7.42,47.4,9.4,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@Fh@JTNLVFH?DA@XDlHA~CM`CKfAEPWtCGb@QnB?XQ~Am@bFu@hGc@vDqBpP{@|HaDjXi@lECn@ETSp@_@r@SVKXw@tAqBhCmBfCaPxSgCfDkDpEuDrEcD`De@h@kFrIeCbEI^_@n@qArBaBpCa@VaBp@aK|DoCfAwB|@yAl@gA\sFtByHxCaC`A]LOD?O?Eo@LQHAOAAEBJfANlCV~DVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@MISe@TJ,0
092098,6.22,37.2,10.0,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{Ei@w@eAkAqA_B}BuC_IuJiCwCu@_AyAcB}A_BgAqAuBeCcBqBuAkBo@s@k@k@mBuAmDeCa@]aBjFaBjF{@lCQl@g@hAm@tAoA|CaD|IuCdIq@pBq@dBCb@Yp@uCfHiAdBMPQQ_@[[SmA[kBSkBKuABq@N_@Rc@f@SNSJ{Dp@_Ev@q@Vs@\{@n@e@d@a@h@k@Wu@o@Ya@]q@Sq@g@oAg@k@i@QsFF{CBw@AaBDyADs@Hg@LkAf@eBrBOV]jAeChJwAzIAp@Ht@`@x@bAdBZh@f@t@DPb@t@@ZCd@KTUNe@ZuAx@iGzD{DbCk@b@o@l@S\Wd@K?EBWN[A{AcC{@uAMS\SVO,0
092099,4.96,32.5,9.2,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{Ei@w@eAkAqA_B}BuC_IuJiCwCu@_AyAcB}A_BgAqAuBeCcBqBuAkBo@s@k@k@mBuAmDeCa@]aBjFaBjF{@lCQl@g@hAm@tAoA|CaD|IuCdIq@pBq@dBCb@Yp@uCfHiAdBW\{@hAMP_@x@Yh@gBhC{BjDqCtDy@lAeA`@kEzARpDFtA@|A[@,7
092100,4.09,25.9,9.5,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@Fh@JTNLVFH?DA@XDlHA~CM`CKfAEPWtCGb@QnB?XQ~Am@bFu@hGc@vDqBpP{@|HaDjXi@lECn@ETSp@_@r@SVKXZb@?@DTTRZ`@h@pA^l@Vb@Pd@Tx@R~@ZfAVn@N|@F`CKvBU~@O\Oh@C\G`@Qj@WfAMp@Y`A_@zAnBjDlB`DcAdAi@b@o@\WVfCzCrA~AVb@R^Ph@DDb@`Bl@r@pAt@dBz@d@XV`@Nw@TiC,1
092101,5.24,33.3,9.4,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@Fh@JTNLVFH?DA@XDlHA~CM`CKfAEPWtCGb@QnB?XQ~Am@bFu@hGc@vDqBpP{@|HaDjXi@lECn@ETSp@_@r@SVKXw@tAqBhCmBfCaPxSgCfDkDpEuDrEcD`De@h@kFrIeCbEI^_@n@qArBaBpCa@VaBp@aK|DoCfAl@~CZ~ADh@Gv@CNIAeAQKAE@QLgAb@_@RIHGTCZ@fL?|@?l@B~GHZNRd@j@Ct@?fB?tRGTEDTVvA|A|BfCn@t@bAbAi@jA,0
092102,3.52,21.0,10.1,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@Fh@JTNLVFH?DA@XDlHA~CM`CKfAEPWtCGb@QnB?XQ~Am@bFu@hGc@vDqBpP{@|HaDjXi@lECn@ETSp@_@r@SVKXw@tAqBhCmBfCiCfDY\o@w@sAkBaDgELQ,9
092103,4.75,29.2,9.7,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@Fh@JTNLVFH?DA@XDlHA~CM`CKfAEPWtCGb@QnB?XQ~Am@bFu@hGc@vDqBpP{@|HaDjXi@lECn@ETSp@_@r@SVKXw@tAqBhCmBfCaPxSgCfDkDpEuDrEcD`De@h@kFrIeCbEI^_@n@qArBaBpCa@VaBp@aK|DoCfAwB|@e@eCi@{Ca@uBCUMMwAuI}@}EUkA,4
092104,2.42,13.1,11.1,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@Fh@JTNLVFH?DA@XDlHA~CM`CKfAEPWtCk@D{@?cA@cA?,41
092105,3.23,19.0,10.2,k_gaGheqpLxCnDT^Ph@Dh@@LhAEGbAGPiBrDsEzIeGfLsDfHSl@?VB\vC~G?X?PBJLJHB^B^E`CaAlCiAxBo@jCa@tBEbBFCTAh@z@HXDFNRNPVPnAx@lF`ApHBl@KzHCzAg@l@o@r@y@Pu@DQ?g@O{@YICa@a@[a@Yj@i@bAa@n@g@p@o@n@[b@g@x@oClGeCjFa@nAEb@G|@EhBFpAVnFFh@K?mCdAg@TSLKN}@rAMHOFWDQ@E@YEwD|J_EfLoBxGqA`DSp@}@pCuB|GmAlEe@bBO\QRaBvA{DjE_@^]NQ@YBSA[Dg@LiAh@eB`Ac@^cExDcDbCu@`@{@`@UTIAK@E?,6
092106,3.02,17.8,10.2,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBY_Cu@yAu@y@k@_DyCm@{@eAiBw@{A}@yBYaAc@wBUsAAy@CgF?{DB{ATkEQEBWa@By@@gDBkNReDFB|FLfPFj@DpG?fBCLIPeAfBiBaFSd@,24
092107,2.71,15.2,10.7,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBY_Cu@yAu@y@k@_DyCm@{@eAiBw@{A}@yBYaAc@wBUsAAy@CgF?{DB{ATkEQEBWa@By@@gDBkNReDFmD@?MAaEA_A,22
092108,2.42,14.5,10.0,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtA^?j@@xAF^FMRNB`@FXH\Lp@b@^XXXz@vAL^BNPr@@REp@I|@APB\J\PNRHPJJJHNHT?|C?xIFzAXpBP|@Rj@L^v@jBnA|CDHFJJ`@X|APvBDzCE~@UzBg@~AYv@SV`@p@[~@,0
092109,2.45,14.3,10.3,k_gaGheqpLxCnDT^Ph@Dh@@LhAEGbAGPiBrDsEzIeGfLsDfHSl@?VB\vC~G?X?PBJLJHB^B^E`CaAlCiAxBo@jCa@tBEbBFCTAh@z@HXDFNRNPVPnAx@lF`ApHBl@KzHCzAg@l@o@r@y@Pu@DQ?g@O{@YICa@a@[a@Yj@i@bAa@n@g@p@o@n@[b@g@x@oClGeCjFa@nAEb@G|@EhBFpAVnFFh@K?mCdAg@TSLKN}@rAMHOFWDQ@E@YEwD|J_EfLoBxGQO,4
092110,7.93,49.9,9.5,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@Fh@JTNLVFH?DA@XDlHA~CM`CKfAEPWtCGb@QnB?XQ~Am@bFu@hGc@vDqBpP{@|HaDjXi@lECn@ETSp@_@r@SVKXw@tAqBhCmBfCaPxSgCfDkDpEuDrEcD`De@h@kFrIeCbEI^_@n@qArBaBpCa@VaBp@aK|DoCfAwB|@yAl@gA\sFtByHxCxBbMz@`FLj@INAPCrIOzGUbIWlHOhDtARdBTgAbRgBtXg@~IAp@[~ESnDe@zH_Dhh@yAdVQzBATDr@@|@e@nIWvEuAvUaApO]rFKlBw@RkAZVx@{@r@ONy@lAcAlBIDOCwDeB_Aa@KfBQ`CKzASNSTMZ[xBYvEDn@LLp@FfARDzAq@jI}@~KEj@,0
092111,5.88,35.1,10.1,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{Ei@w@eAkAqA_B}BuC_IuJiCwCu@_AyAcB}A_BgAqAuBeCcBqBuAkBo@s@k@k@mBuAmDeCa@]aBjFaBjF{@lCQl@g@hAm@tAoA|CaD|IuCdIq@pBq@dBCb@Yp@uCfHiAdBMPQQ_@[[SmA[kBSkBKuABq@N_@Rc@f@SNSJ{Dp@_Ev@q@Vs@\{@n@e@d@a@h@k@Wu@o@Ya@]q@Sq@g@oAg@k@i@QsFF{CBw@AaBDyADs@Hg@LkAf@eBrBOV]jAeChJwAzIAp@Ht@`@x@bAdBZh@f@t@DPb@t@b@v@TRRb@jAfCh@vA,6
092112,4.52,26.4,10.3,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{E}GvLoBpD[h@i@|@INKf@s@`FqA}AUWgAg@qBaAqDcCyDmCmAcA_CaBeBqA{AgAGEwAlEEBmAw@kCoByA`CUD_@A_@OcFbN}AxDAb@i@xAS`@K^]fBMn@q@~Ag@bAMxAEVQb@Ul@]f@[[eCsAGC_A@Sn@C`@GpA?Tq@m@SS,2
092113,5.58,34.6,9.7,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{E}GvLoBpD[h@i@|@INKf@s@`FqA}AUWgAg@qBaAqDcCyDmCmAcA_CaBeBqA{AgAGEwAlEEBmAw@kCoByA`CUD_@A_@OcFbN}AxDAb@i@xAS`@K^]fBMn@q@~Ag@bAMxAEVQb@Ul@]f@[[eCsAGC_A@w@CO?KIWI?F?`CUzAg@pA_ClBeAzC_@]_BuAiAaAmAaAMAG?QdAA@C?wCuAQfAGFGPYf@QJsAd@c@T_@Vw@x@c@r@c@fASn@Mj@Ml@UzAIfBBlEFvGBdNDlF?pF?TGRWr@ADJB`@Nh@Rb@LBN?PDA,2
092114,5.92,35.3,10.1,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{Ei@w@eAkAqA_B}BuC_IuJiCwCu@_AyAcB}A_BgAqAuBeCcBqBuAkBo@s@k@k@mBuAmDeCa@]aBjFaBjF{@lCQl@g@hAm@tAoA|CaD|IuCdIq@pBq@dBCb@Yp@uCfHiAdBMPQQ_@[[SmA[kBSkBKuABq@N_@Rc@f@SNSJ{Dp@_Ev@q@Vs@\{@n@e@d@a@h@k@Wu@o@Ya@]q@Sq@g@oAg@k@i@QsFF{CBw@AaBDyADs@Hg@LkAf@eBrBOV]jAeChJwAzIAp@Ht@`@x@bAdBZh@f@t@DPb@t@b@v@TRRb@jAfC|@|Bf@nA,8
092115,6.96,40.7,10.3,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{Ei@w@eAkAqA_B}BuC_IuJiCwCu@_AyAcB}A_BgAqAuBeCcBqBuAkBo@s@k@k@mBuAmDeCa@]aBjFaBjF{@lCQl@g@hAm@tAoA|CaD|IuCdIq@pBq@dBCb@Yp@uCfHiAdBMPQQ_@[[SmA[kBSkBKuABq@N_@Rc@f@SNSJ{Dp@_Ev@q@Vs@\{@n@e@d@a@h@k@Wu@o@Ya@]q@Sq@g@oAg@k@i@QsFF{CBw@AaBDyADs@Hg@LkAf@eBrBOV]jAeChJwAzIAp@Ht@`@x@bAdBZh@f@t@DPb@t@@ZCd@KTUNe@ZuAx@iGzD{DbCk@b@o@l@S\Wd@K?EBWN[AuFaJqB{Cs@_AQMe@m@]e@gBsBgB_Cm@aAu@{ATa@T]~@iAfAiA_D_GcEuHgDmGw@yAeB_DY[?@,2
092116,4.61,29.9,9.3,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeHmKnRcAfBeCpEuAjCUv@oAlHeBtKUx@Kl@Mz@q@dEYnAW`Ba@tC]bBaAlFwCaBqBeAuBaAmBa@kAUmAUYKaB[yBa@AVA\Cd@_@hEaA~@kAjAAn@qG|@}@RaBh@oA`@uBj@}A`@cChAoJfEk@VIBEPm@XGFGT@|@BR,0
092117,4.86,29.8,9.8,k_gaGheqpLeEaFeEmFLe@AO_@kA}ANwBFgDD_CHEDa@rB{@nEBLDJ?Lo@pBER?ROdAKt@?HRp@BXq@zBSn@Yv@{@fAWaAOo@SU[_@I?[J]NQH?GAEAECIQYCCqDlLABA@_AZiHfVSXMD[N_@CUB[NID@VSTU\w@dCOx@OrAAr@FdAEVWn@EZHj@Fz@En@Qn@[l@[^kAbAiBtAsA@sBAo@Ee@EgBYWlAAJ?|JsC?kD?UDWPmBlBWx@Hd@@RUIEQS]KGOEO?OFMHIPKh@@TBLURIFIDqALcAHo@Li@JoBn@oAr@yAt@mAp@gHrDaD`BYa@aAkAaGuHwFeH{E_GyD{Ei@w@eAkAqA_B}BuC_IuJiCwCu@_AyAcB}A_BgAqAuBeCcBqBuAkBo@s@k@k@mBuAmDeCa@]aBjFaBjF{@lCQl@g@hAm@tAoA|CaD|IuCdIq@pBq@dBCb@Yp@uCfHiAdBW\{@hAMP_@x@Yh@gBhC{BjDqCtDm@{@c@q@iCcEKWGm@,0
