origdest,dist,time,speed,polyline,trips
007131,4.9,31.4,9.3,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBW\_@h@i@p@a@~@_ClD{BjDpAjCp@vAZl@b@bAHt@LrBNlD?`CUzAg@pA_ClB`@h@pChDg@tAa@bA[~@w@~BHHrBpB~@`AZXXLvErBpBr@lBd@~AXAVKlDMrGGb@Sh@c@l@ABCFWH{@`@gAf@oJfEk@VIBEPm@XGFGT@|@~AjL\tBL^uAb@QPAB?B@BDAZWACC@]V]h@Md@Gb@A`@Bd@BF@EEm@EB@\Fb@Db@?VEd@Oz@BFZj@\p@Xv@\|AtEvWlAfD`@v@xAfIhAxGB\E\DT?l@@l@b@b@FJt@zDFLJZXjB^hFD`A?RH|@D~@FzA@JDC@@@NE@c^jN?FLh@LRbBdHbFfT~@dE@TATXvCXfDj@lCnCnLRhAPzATtCNvGBfEGzD?`BGp@o@xF@L@FEJCX?NB^Wl@s@fAyApAk@dAgBtDW^eArA_A`Bm@~@RCZY~@eB@GACE@Ub@ABEEa@g@Xg@BC?GEAkAvBG@ICEEKDgAoASP,4
007132,5.51,32.5,10.2,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNiDnEf@rDd@jDpAfKbBtMnBpOTrBCDsA^uD`AeAZFXOd@K^NE,0
007133,6.01,35.8,10.1,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNeSxWmGnIl@tBn@`BDJY\}BlCjChOBd@AhB[dSEZK`@?Rb@|Dp@nEn@rBpAvEnAjEb@rAWT,1
007134,6.73,38.5,10.5,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNad@rl@uL|OgBzB]`@m@Ne@HUG_@KcAzBoBhEyAbDe@v@[NIJGNEZCRI^o@Zy@h@sCxCMNc@p@i@dA[v@_@~@mCpHs@nAuDpEaDrDiFfG_LrMeEzEGMBo@,0
007135,4.9,28.4,10.4,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUgAbPk@rIGz@`A`@~Av@FBNDxDhBbBz@tDfBdJhEiCtIqJh\y@nC,10
007136,3.75,23.2,9.7,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EkAnCYv@JJP`@oBvEdAfADNGNJHBV@RGRgB|Du@lB[p@GTBVE\@n@Rj@JJNDPBBJWAC?BL@z@IrAbC`@fC\PFdKrAfC`@i@jIgCx_@UpDRFIdA,1
007137,5.86,34.0,10.3,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNad@rl@oFhHa@h@lAtADlEAx@MxCKxCPBQvIwDSiIc@s@@kAN_AP,2
007138,5.7,32.5,10.5,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNgLjO}BvC_DyEiAqAGEs@[sHsCaAjHw@zFmAxIs@|CYx@kBrEOIORy@bA,1
007139,7.08,40.5,10.5,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNad@rl@uL|OgBzB]`@m@Ne@HUG_@KcAzBoBhEyAbDe@v@[NIJGNEZCRI^o@Zy@h@sCxCMNc@p@i@dA[v@_@~@mCpHs@nAuDpEaDrDiFfG_LrM{BhCMNc@k@MO@]CsBC_@?_AJkEZ{AF]@kBJsAA}@DiCBc@d@_DZeCBiBLI,7
007140,6.88,40.9,10.1,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNgLjO}BvC_DyEiAqAGEs@[sHsCaAjHw@zFmAxIs@|CYx@kBrEm@nA[r@IGIEWEcCnBgFfEaDpCiEzDqCpC_BbBsC`D}HyEaAs@gAm@gBkAsCcBoAw@eBeAeKiGiGsDsEuC_@V,0
007141,7.1,41.5,10.3,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNgLjO}BvC_DyEiAqAGEs@[sHsCaAjHw@zFmAxIs@|CYx@kBrEm@nA[r@IGIEWEcCnBgFfEaDpCiEzDqCpC_BbBsC`D}HyEaAs@gAm@gBkAsCcBoAw@eBeAeKiGkDtMeDjLGJ_@u@iByCiBoCu@k@?SAG,0
007142,7.53,43.8,10.3,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNgLjO}BvC_DyEiAqAGEs@[sHsCaAjHw@zFmAxIs@|CYx@kBrEm@nA[r@IGIEWEcCnBgFfEaDpCiEzDqCpC_BbBsC`D}HyEaAs@gAm@gBkAsCcBoAw@eBeAeKiGiGsDsEuCyAvGaAdEUfAUhEUAEBINGVCPBVDPJPJHy@rAYd@k@xAWjAYlBS~@[dA]~@[n@s@fAuAbBc@p@m@rAeAlCo@hBa@hAGE,0
007143,5.67,34.1,10.0,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QsArSmCa@Qr@[nAO^{A|FOh@INiDpEcM|DcBX]@c@G{@dC_@jAoDfNoBnH{AzFOl@Id@WbAWp@oAhA_FrCMJWh@y@dAs@n@sEdEkBfBqBjBg@fBeBdHyAzF}E`SmBxHyBlFiDuBaDhGoGyD,2
007144,7.14,41.2,10.4,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNad@rl@uL|OgBzB]`@m@Ne@HUG_@KcAzBoBhEyAbDe@v@[NIJGNEZCRI^o@Zy@h@sCxCMNc@p@i@dA[v@_@~@mCpHs@nAuDpEaDrDiFfG_LrM{BhCMNc@k@WYiD_EgE_FaHcIs@X{Af@cErA,0
007145,6.43,37.1,10.4,g_oaGx_spLRk@Rk@V\fArA`@NgB~EaDdJq@dBCb@Yp@uCfHiAdBMPQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrAcAVq@Z_Aj@e@`@w@`Ak@Wi@c@W[k@cAa@oAYq@QUUU]MWEgBDoEFcCAeCFu@Bs@HwAd@[NoAxA]b@M\aAhD}@fDc@jB_A|FS~A@r@FX`@x@~AnCf@t@DPb@t@b@v@TRRb@jAfCZz@x@pBj@|Al@tA~@vBv@fBGHE?Ue@}CrC~@rBy@p@EX?Zg@Ca@Da@Ng@b@kBzBeAtAO^G`@Ir@Dx@\nAXx@Jf@Vx@v@lBJp@?VCPYt@cAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUoCta@gArPy@|MKz@m@v@gAvAaFpGmKbNgLjO}BvC_DyEiAqAGEs@[sHsCaAjHw@zFmAxIs@|CYx@kBrEm@nA[r@IGIEWEcCnBgFfEaDpCiEzDqCpC_BbBsC`Dk@v@aDvCcBzAcEzBu@w@V{@,1
008009,1.4,8.5,9.9,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGlAuRf@uIKCUAmC[yEm@u@OKMCQ?UPk@bAoCvAeDp@}AJKJCd@Dl@JbDd@IrA,782
008010,1.72,10.4,9.9,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGpGseA\uF\aFjAwRd@sHWCQCQjCAP,831
008011,2.48,14.8,10.0,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGbDii@RiDlDb@nBXpMbBzBEh@FfD`@bE^rFd@d@HbBL`Gf@|ALXkDLcBv@eQB_A@{IB_BFq@VwCLc@x@iBnGuM,435
008012,3.71,20.9,10.7,mdoaGz~dqLLuALmFZkFb@oHTkDlB_@pCm@j@Qv@]hB_Aj@WZK|@g@b@[^_@n@s@`A{@h@a@`Ak@nFmCzA}@~AgAhA{@^[nAcBz@}Aj@uA~AmEl@{AzBeFjA_ClBiEt@}A^a@h@YtE}@dB[`@Cj@Hb@JnDdAfAV~ATjCHl@?ZEv@Sv@c@PSx@kAt@{@fB_CbA}@f@]vB}@^IhDg@^@PFR?j@_@tAy@f@a@Vc@l@sARYEeACw@[_E?{EEoGEyAImAQaBGSeB}CKOMEeAiCIUUy@Go@GkAIqC@uHCw@QeAWw@qAwC?Uc@gB{A_FwAeFyBkJqBmGaB_GcBwFi@yBMg@GYTWJOFS@IFOViAt@YL_@OeA[wCl@uBh@sBzAiFn@uBb@u@LQ\WNOGYEGQa@Sy@Em@D}@?KGI}AuB,34
008013,3.81,21.9,10.4,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGpGseA\uF\aFdD_j@xBk_@LoA@]?s@G{JGsHAsI@{@CwFBSCgE?eAEm@rAg@tAi@^MbA]tD}ArRwH`@Wn@iAbC{D^o@VMnFcJ~BuDPUfE_EzM}PlIwKlCkDxAgB,12
008014,2.66,16.0,10.0,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGbDii@RiDlDb@nBXpMbBzBEh@FfD`@bE^rFd@d@HbBL`Gf@|ALXkDLcBv@eQB_A@{IB_BFq@VwCLc@x@iBxIyQp@}A~AqFzAqFCIOMQAOHEH?VBP,242
008015,0.99,6.3,9.4,mdoaGz~dqLE^MYeA_D_BiFmAyD_B_Fi@}AS@S_@w@iCGFIFGB{B_@CBIbAS`CEFSBoHVaCL]?QjAgBfMgBfLOfAeBo@mBo@UzA,355
008016,3.45,19.2,10.8,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGpGseA\uF\aFdD_j@xBk_@LoA@]?s@G{JGsHAsI@{@CwFUaBGmCIoAKeA_@uCGeB?QaCwMbI_DaDsQrFsBjCeAf@[`AiA\s@DSXE@QzAgCPYuA}A[i@Wc@Oe@KSKGa@]oAsC]J,56
008017,1.52,9.6,9.5,mdoaGz~dqLE^MYeA_D_BiFmAyD_B_Fi@}AS@S_@w@iCGFIFGB{B_@CBIbAS`CEFSBoHVaCLu@Cm@KkAq@sE{FeDeE?U?IWAk@I[Gg@Qc@Wi@c@Y[C_ACs@McDIy@Ck@]yI]gJBUAq@IgCY_GAk@EIA_@O_FCw@m@DmCTg@DQB,251
008018,0.95,6.7,8.6,mdoaGz~dqLE^MYeA_D_BiFmAyD_B_Fi@}AS@S_@w@iCGFIFGB{B_@CBIbAS`CEFSBoHVaCLu@Cm@KkAq@sE{FeDeE?U?IWAk@I[Gg@Qc@Wi@c@k@s@,258
008019,2.13,10.8,11.9,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGbDii@RiDlDb@nBXpMbBn@oKHoAHAFGH]PgDM[Ji@\s@d@y@n@Sh@G~@ZB@h@Ij@EkAgGsAmHcABiA?kA?i@Gn@kK@Q?QEOCIeA{F,100
008020,5.95,37.3,9.6,mdoaGz~dqLE^MYeA_D_BiFmAyD{DmLEa@Mi@cAeEsEwPmBkHyAyGyA{Fk@iB_AaCqBmEe@oAW_AU_AYaBcAoIWgBICKm@AIIa@CMJA~AKdCMv@@rB\dD~@dFhAlCP`BGt@GtBy@lA_AlAeBj@cAj@yAvDcIhAuCj@oCLuABiABaBEu@Gq@IWGEFkADg@LENFDABODy@?e@GqAD_AHUNy@JgBA{@Ck@DUXaCFeABeAh@gR~@gZNeHDmCDaAJ_BBeDKq@Qw@_@{AI[Be@EUa@_AQe@u@yCWgBW_EOmCMsAM{CI}@?SEaA_@iFYkBK[GMu@{DGKc@c@Am@?m@EUD]C]Ge@aAsFyAgIa@w@mAgDcAwFqC_P]}AYw@y@}ACGN{@De@?WEc@Gc@A]DCDl@ADCGCe@@a@Hg@Ja@NWLQ\WBA@B[VE@AC@GPQUFa@eCfBo@Fj@RLR?VC^OlAa@hAe@fEcBbEcB~@_@TIaAkHw@wGG{AJoGNeFJsD?oBMsC]aKAiBHwCHqBHwAJkATeARuAAq@t@yEiCmAi@m@QMKQUa@Wk@mHkRQi@a@a@a@[WIuAYuCWw@Co@@g@Dk@N_@Ve@h@ULSDiF~@oB^A[YFAI,22
008021,3.05,16.4,11.2,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGpGseA\uF\aFdD_j@xBk_@LoA@]?s@G{JGsHAsI@{@CwFBSCgE?eAEm@rAg@tAi@^MbA]tD}ArFyBhBs@A]?[v@gJDi@q@}@aC{C_@k@QWOGBa@,87
008022,5.45,34.5,9.5,mdoaGz~dqLE^MYeA_D_BiFmAyD{DmLEa@Mi@cAeEsEwPmBkHyAyGyA{Fk@iB_AaCqBmEe@oAW_AU_AYaBcAoIWgBICKm@AIIa@CMJA~AKdCMv@@rB\dD~@dFhAlCP`BGt@GtBy@lA_AlAeBj@cAj@yAvDcIhAuCj@oCLuABiABaBEu@Gq@IWGEFkADg@LENFDABODy@?e@GqAD_AHUNy@JgBA{@Ck@DUXaCFeABeAh@gR~@gZNeHDmCDaAJ_BBeDKq@Qw@_@{AI[Be@EUa@_AQe@u@yCWgBW_EOmCMsAM{CI}@?SEaA_@iFYkBK[GMu@{DGKc@c@Am@?m@EUD]C]Ge@aAsFyAgIa@w@mAgDcAwFqC_P]}AYw@y@}ACGN{@De@?WEc@Gc@A]DCDl@ADCGCe@@a@Hg@Ja@NWLQ\WBA@B[VE@AC@GPQUFa@eCfBo@Fj@RLR?VC^OlAa@hAe@fEcBbEcB~@_@TIaAkHw@wGG{AJoGNeFJsD?oBMsC]aKAiBHwCHqBHwAJkATeARuAAq@t@yEiCmAi@m@QMKQUa@Wk@wAqDOc@RW,118
008023,5.3,32.1,9.9,mdoaGz~dqLE^MYeA_D_BiFmAyD{DmLEa@Mi@cAeEsEwPmBkHyAyGyA{Fk@iB_AaCqBmEe@oAW_AU_AYaBcAoIWgBICKm@AIIa@CMJA~AKdCMv@@rB\dD~@dFhAlCP`BGt@GtBy@lA_AlAeBj@cAj@yAvDcIhAuCj@oCLuABiABaBEu@Gq@IWGEFkADg@LENFDABODy@?e@GqAD_AHUNy@JgBA{@Ck@DUXaCFeABeAh@gR~@gZNeHDmCDaAJ_BBeDKq@Qw@_@{AI[Be@EUa@_AQe@u@yCWgBW_EOmCMsAM{CI}@?SEaA_@iFYkBK[GMu@{DGKc@c@Am@?m@EUD]C]Ge@aAsFyAgIa@w@mAgDcAwFqC_P]}AYw@y@}ACGN{@De@?WEc@EKGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@Vm@VAJQNEHLd@DBBGGSMWOm@Iu@Eu@@{@Bk@EECFAj@J@TBCIEMG[Ce@Di@JSGYBO?e@Ga@g@qAGY?o@?m@CmFEyG?}DAyDCeEC{GNiBLu@\sAj@gBZm@l@u@v@m@r@[\KCc@Se@MOMCWD[POLFqABq@HMJGp@ENDFR^h@,98
008024,5.96,37.5,9.5,mdoaGz~dqLE^MYeA_D_BiFmAyD{DmLEa@Mi@cAeEsEwPmBkHyAyGyA{Fk@iB_AaCqBmEe@oAW_AU_AYaBcAoIWgBICKm@AIIa@CMJA~AKdCMv@@rB\dD~@dFhAlCP`BGt@GtBy@lA_AlAeBj@cAj@yAvDcIhAuCj@oCLuABiABaBEu@Gq@IWGEFkADg@LENFDABODy@?e@GqAD_AHUNy@JgBA{@Ck@DUXaCFeABeAh@gR~@gZNeHDmCDaAJ_BBeDKq@Qw@_@{AI[Be@EUa@_AQe@u@yCWgBW_EOmCMsAM{CI}@?SEaA_@iFYkBK[GMu@{DGKc@c@Am@?m@EUD]C]Ge@aAsFyAgIa@w@mAgDcAwFqC_P]}AYw@y@}ACGN{@De@?WEc@Gc@A]DCDl@ADCGCe@@a@Hg@Ja@NWLQ\WBA@B[VE@AC@GPQUFa@eCfBo@Fj@RLR?VC^OlAa@hAe@fEcBbEcB~@_@TIaAkHw@wGG{AJoGNeFJsD?oBMsC]aKAiBHwCHqBHwAJkATeARuAAq@t@yEiCmAi@m@QMKQUa@Wk@mHkRQi@vAwBbDeIJSRSj@uAZy@vDiKvA}D,58
008025,3.57,20.7,10.4,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGpGseA\uF\aFdD_j@xBk_@LoA@]?s@G{JGsHAsI@{@CwFBSCgE?eAEm@rAg@tAi@^MbA]tD}ArFyBhBs@A]?[v@gJDi@q@}@aC{C_@k@QWOGFs@@QRq@r@mAbKwPp@qAhB~BN[b@m@TGhAgAjCmCJWt@w@aAyB,49
008026,3.99,23.6,10.2,mdoaGz~dqLLuALmFZkFb@oH`AcPnAoSd@iJD_AZqGpGseA\uF\aFdD_j@xBk_@LoA@]?s@G{JGsHAsI@{@CwFBSCgE?eAEm@rAg@tAi@^MbA]tD}ArFyBhBs@A]?[v@gJDi@q@}@aC{C_@k@QWOGFs@@QRq@r@mAbKwPj@cAKMNUHOUU]eA@A?A@E?CCGGAFWW[JKCOa@{Bk@kDpAk@z@w@`DcDfAuA{AeCh@q@lBcChB}BRUTy@Ho@HSRo@Ja@KUq@oAUe@c@wAm@uB,18
